Date,Close,trend_aroon_up,trend_aroon_down,aroon_signal,aroon_position
2018-05-09,54.2599983215332,100.0,60.0,0,0
2018-05-10,54.650001525878906,100.0,56.00000000000001,0,0
2018-05-11,54.72999954223633,100.0,52.0,0,0
2018-05-14,54.279998779296875,96.0,48.0,0,0
2018-05-15,54.650001525878906,92.0,44.0,0,0
2018-05-16,56.59000015258789,100.0,40.0,0,0
2018-05-17,54.81999969482422,96.0,36.0,0,0
2018-05-18,55.040000915527344,92.0,32.0,0,0
2018-05-21,56.38999938964844,88.0,28.000000000000004,1,1
2018-05-22,54.630001068115234,84.0,24.0,0,1
2018-05-23,55.09000015258789,80.0,20.0,0,1
2018-05-24,55.54999923706055,76.0,16.0,0,1
2018-05-25,55.77000045776367,72.0,12.0,0,1
2018-05-29,56.91999816894531,100.0,8.0,0,1
2018-05-30,57.90999984741211,100.0,4.0,0,1
2018-05-31,58.25,100.0,4.0,0,1
2018-06-01,59.40999984741211,100.0,8.0,0,1
2018-06-04,61.20000076293945,100.0,4.0,0,1
2018-06-05,61.56999969482422,100.0,4.0,0,1
2018-06-06,62.720001220703125,100.0,4.0,0,1
2018-06-07,60.66999816894531,96.0,8.0,0,1
2018-06-08,61.779998779296875,92.0,4.0,0,1
2018-06-11,61.290000915527344,88.0,4.0,0,1
2018-06-12,63.209999084472656,100.0,4.0,0,1
2018-06-13,62.5,96.0,4.0,0,1
2018-06-14,63.880001068115234,100.0,12.0,0,1
2018-06-15,64.4800033569336,100.0,8.0,0,1
2018-06-18,66.19999694824219,100.0,4.0,0,1
2018-06-19,65.95999908447266,96.0,24.0,0,1
2018-06-20,67.58999633789062,100.0,20.0,0,1
2018-06-21,67.0999984741211,96.0,16.0,0,1
2018-06-22,65.75,92.0,12.0,0,1
2018-06-25,61.88999938964844,88.0,8.0,0,1
2018-06-26,62.54999923706055,84.0,4.0,0,1
2018-06-27,60.09000015258789,80.0,4.0,0,1
2018-06-28,61.54999923706055,76.0,4.0,0,1
2018-06-29,61.63999938964844,72.0,4.0,0,1
2018-07-02,63.13999938964844,68.0,4.0,0,1
2018-07-03,61.75,64.0,4.0,0,1
2018-07-05,64.1500015258789,60.0,4.0,0,1
2018-07-06,66.44000244140625,56.00000000000001,4.0,0,1
2018-07-09,66.4800033569336,52.0,72.0,0,1
2018-07-10,64.76000213623047,48.0,68.0,0,1
2018-07-11,65.33000183105469,44.0,64.0,0,1
2018-07-12,67.27999877929688,40.0,60.0,0,1
2018-07-13,66.97000122070312,36.0,56.00000000000001,0,1
